epoch,train_reconst_mse,test_reconst_mse
1,21.257486939430237,15.816697667042414
2,10.606347564269194,5.8627735003829
3,5.547363783825528,4.668790236115456
4,5.331242501735688,5.0283655524253845
5,5.26551202210513,4.798714781800906
6,5.207272777503188,4.7362690418958655
7,5.169233459640633,5.06832438458999
8,5.151575251059098,4.635709313054879
9,5.226321679624644,4.886395814518134
10,5.329981206492944,4.687063939869403
11,5.267654553055763,4.8057985330621396
12,5.251434356651524,4.993408347169558
13,5.0668274265798665,5.146998184422651
14,5.31508084251122,4.754870687921842
15,5.031644309786234,4.983788130184014
16,5.372432252900167,4.757573922475179
17,5.284616368060763,4.843537067373593
18,5.225639078427445,4.445657656838497
19,5.039570379663597,4.8346870591243105
20,5.135462931611322,4.361683778464793
21,4.115342635322701,4.710419036448002
22,3.5550013546916572,2.4525493308901787
23,2.861549443480644,2.1169833466410637
24,2.2309008972211317,1.5731049800912535
25,2.0543664058839735,1.3066473243137198
26,1.8103850807317279,1.1893127995232742
27,1.516577683558518,1.2291096573074658
28,1.5145001695914704,1.089699509864052
29,1.4314509630203245,1.4422061704099176
30,1.5169720036739653,0.9655343530078729
31,1.453399601985108,1.1161261973902583
32,1.2027132715183229,1.0372718690584102
33,1.24596920338544,0.9632078030457099
34,1.1849836879833182,0.9769756278644004
35,1.2093945311551746,0.9997693486511705
36,1.307512060485103,0.9538611602038144
37,1.1310151930559766,0.8471249351277946
38,1.06346320733428,0.7950261452545723
39,1.093260957690125,1.0915291424219806
40,1.1772690576247193,0.8344020483394463
41,1.1019525775177912,0.7424151599407194
42,0.9740900468419897,0.7636556336656212
43,0.9676483930511908,0.8081473410129546
44,1.0227366148240187,0.7736638902376095
45,0.990438228303736,0.7253321226065358
46,0.9338746886192398,0.6990691727648178
47,0.9105451141738079,0.745756048709154
48,0.9718213306570596,0.9495448529099424
49,0.9657024267044934,0.690783591630558
50,0.9692943902178245,0.8498321703324715
51,1.007170655849305,0.803883446070055
52,0.957649546929381,0.7695030107473333
53,0.9194391320713542,0.6807192520548899
54,0.8819222699173471,0.6750535139193137
55,0.8921867998486217,0.6379884129079678
56,0.9519086137244648,0.8771292973930637
57,0.9741898077455434,0.6869978485628963
58,0.8960093540054832,0.7169860017796357
59,0.8884378513321283,0.7983285983403523
60,0.8717376752333207,0.6454871802901228
61,0.8908690200610594,0.6581431701779366
62,0.8845680894499475,0.704121899480621
63,0.9033661193468355,0.6593572745720545
64,0.9109096239236268,0.8231695952514806
65,0.9071292411535978,0.6441452180345852
66,0.8340940011495894,0.6831030966714023
67,0.8179303498261352,0.6043982260550061
68,0.8313776186074723,0.615072009464105
69,0.8395193461328745,0.7113845429072776
70,0.8761754911392928,0.6546463146805763
71,0.8283549598841503,0.6511230881636342
72,0.8329761837693778,0.6359347331648072
73,0.8406932324340399,0.6918659781416255
74,0.818089544688436,0.6431633212293187
75,0.8357376562092792,0.6451031990970174
76,0.8146467235108668,0.6437042476609349
77,0.8717131748456847,0.6183012562493483
78,0.84829940604554,0.5684458632022141
79,0.7911779662086206,0.6127771691729625
80,0.7861903603612023,0.6385654956102371
81,0.7776525181464177,0.6212319399540622
82,0.8033955624665726,0.6265580678979555
83,0.7635271387513389,0.5994044390196601
84,0.8014373523606494,0.5510023523432513
85,0.8066611302677883,0.5663989645739396
86,0.7828996423631909,0.5973120207587878
87,0.7739432695406404,0.5663787595306833
88,0.7576907608996737,0.6273464917515715
89,0.8569659126753159,0.632181758681933
90,0.8420130757784303,0.6947623997305831
91,0.8035912349481473,0.6445462635407845
92,0.7889248545027592,0.6514843432232738
93,0.8383516648106957,0.5358123537153006
94,0.7478456021371211,0.5766750806942582
95,0.7518532743508166,0.5449460262122253
96,0.7413817412981932,0.5450769161495069
97,0.7629190795970233,0.6220682316149274
98,0.7725716934285379,0.5414836498287816
99,0.7383635453879834,0.5277536253755291
100,0.7756600114940241,0.514434670874228
101,0.7302189012142745,0.5935640139505266
102,0.7444630495526575,0.5469622320185105
103,0.7482602606442841,0.5324095149214069
104,0.8305306344885718,0.5915684433033068
105,0.7483179419386118,0.5308980424888432
