epoch,train_reconst_mse,test_reconst_mse
1,15.620734926651824,8.367607429623604
2,4.612451256506822,1.4187388624995945
3,1.3072423127225854,1.0228607229267557
4,1.2686887601898476,1.1371111472447715
5,1.2403093144636264,0.9681848449011643
6,1.2104212099855598,0.9917729006459316
7,0.9760784433138643,0.7425403126205007
8,0.785865067081018,0.38644418135906256
9,0.5825717754831369,0.5000701267272233
10,0.4694199939681725,0.2841472001746297
11,0.3318815216506747,0.3542075414831439
12,0.2831175276924941,0.1857400476777305
13,0.23020929678089233,0.16672492865473032
14,0.19657236147163945,0.10155663825571537
15,0.20145200882953676,0.09712836689626177
16,0.15904038970951329,0.09703685149239996
17,0.14037517691031096,0.08341512964883198
18,0.12998866524801336,0.10417181005080539
19,0.1300064252308485,0.21954521536827085
20,0.12553070889870555,0.07559386520491292
21,0.12037061637436804,0.0754671818188702
22,0.10469424735162068,0.07128168343721579
23,0.10666560480074787,0.07333414664026348
24,0.10060710142451253,0.06161775723254928
25,0.11070850116878068,0.05997899419162422
26,0.10606602676720783,0.07110757407887529
27,0.1087470754176717,0.07075258383216956
28,0.10014185233210975,0.06138799681017796
29,0.10231858138418333,0.06463412536929052
30,0.09434641842645679,0.05921110285756488
31,0.10945309641432356,0.12130445886092879
32,0.09698275925422258,0.060176372528076165
33,0.10542592466597189,0.0795836205361411
34,0.09815479863689028,0.06189529815067847
35,0.08108723673715511,0.06396396147708097
36,0.08762584440410137,0.053818962459142
37,0.0992212308337912,0.067208913853392
38,0.08386636316903275,0.05719872905562321
39,0.08332318678201936,0.05597087550753106
40,0.08031767215156421,0.05998649506364017
41,0.09333461836319078,0.06924072854841748
42,0.085752941488119,0.05727277579717337
43,0.08367489970458501,0.05609922530129551
44,0.0862136761425063,0.06478204671293496
45,0.08103399670852178,0.061962640301013984
46,0.08295787105717782,0.06125117423168073
47,0.09341120264831593,0.06363280990626663
48,0.09842603525612505,0.05810576483296851
49,0.08546676955566827,0.05700169786966095
50,0.08775946967811746,0.05892507266253233
51,0.08767435946290125,0.057193587378909186
52,0.07606875758872114,0.061291026882827275
53,0.07837180804926902,0.05632860027253628
54,0.09224769523875279,0.05766693145657578
55,0.08697622537147254,0.05519508776099731
56,0.08311692324721001,0.05651546622781703
57,0.07902139519468289,0.062044296607685574
58,0.09117921820672398,0.055224834165225424
59,0.07824319602646443,0.05215267317059139
60,0.08238826547114347,0.052173167273091764
61,0.07665181798140773,0.05370570234178255
62,0.07909840108318764,0.051873494754545384
63,0.07451164978556336,0.05364540316319714
64,0.08083675393242051,0.053787170637709394
65,0.08245154427872464,0.049460368230938904
66,0.07865492625966329,0.04689211518658946
67,0.07921618536453356,0.052689821110107
68,0.07562433830885726,0.05424131899295995
69,0.07256570148324086,0.04988617834169417
70,0.08035200866023925,0.05030687595717609
71,0.07997238264546137,0.05559667285221318
72,0.07424027978611943,0.05164987364939103
73,0.07321914116089993,0.05284465313889086
74,0.07043901428749616,0.04979574552271515
75,0.07462492284618995,0.04890425542059044
76,0.07122193836734036,0.0514737016443784
77,0.07078175796513361,0.048206620442215346
78,0.07455984570763328,0.0503246314668407
79,0.06758359321181408,0.04793368753356237
80,0.07389485733371905,0.050061924615874887
81,0.0684277401305735,0.04841424505381534
82,0.06746621678625657,0.04676901541339854
83,0.06967384258115834,0.05479248714012404
84,0.07355123188939285,0.048588603657359876
85,0.06964499742554671,0.04933188494760543
86,0.07337959914002569,0.05247533860771606
87,0.07789570132312788,0.048896955326199525
88,0.06938104078554633,0.04333077078141893
89,0.08427742368075997,0.05374950453794251
90,0.07684658132810993,0.049369970724607505
91,0.07656556312841449,0.04507978489467252
92,0.07106174167711288,0.05007860751356929
93,0.06802797218022698,0.044747764438701175
94,0.06770826629574665,0.03978874216166635
95,0.06705364177469164,0.04717359957673276
96,0.07829828196289863,0.046543757508819304
97,0.08328785677440463,0.06919261518244942
98,0.07598944554973225,0.046271362788199134
99,0.07057679061439229,0.051903957927909986
100,0.07141220225656235,0.041462874719096966
101,0.07358046289829707,0.04636794350032384
102,0.08668606557925655,0.04425084819861998
103,0.06622385077009148,0.040752208403622106
104,0.0636585128747604,0.040914147529595844
105,0.0689392135669054,0.03821765394726147
106,0.06664882513525136,0.04533770071187367
107,0.07896469296379524,0.03986566059757024
108,0.06689592314333738,0.05069336766609922
109,0.06389406005407429,0.03956967235232393
110,0.0686586192089387,0.0471566507864433
111,0.06816076090432366,0.03837643138831481
112,0.06596421487417749,0.04831292002927511
113,0.06573083584027535,0.038785646203905344
114,0.06145093878942795,0.03705162075736249
115,0.06413210687142881,0.04172690604658177
116,0.06173467723949051,0.037534461182076484
117,0.06443724552677438,0.04514397733146325
118,0.07503646850289611,0.056384687699998416
119,0.06547324321317403,0.037723363571179405
120,0.058119210319339545,0.03516098618274554
121,0.06032031031579457,0.037634898093529046
122,0.06315054716965691,0.035737100367744766
123,0.06753596257608892,0.03569017542758956
124,0.06497727969492023,0.0377668358075122
125,0.06533047411887144,0.039106674531164266
126,0.058260393106717275,0.04314982415720199
127,0.07931297995277088,0.03952300750340024
128,0.060190857308705076,0.03528615452038745
129,0.06339177156438712,0.039850946302370474
130,0.06529664465183901,0.057408439150700964
131,0.06732997255907816,0.04461773308382059
132,0.06572472376600753,0.035387198363120355
133,0.05989234024574134,0.037137196942542985
134,0.05728746835269373,0.03410965309012681
135,0.05901622792324898,0.03496657077145452
136,0.05694422861349515,0.033278874606670186
137,0.07089978977191179,0.042163700835468866
138,0.07763950276950544,0.03800535846191148
139,0.0672162523207424,0.039951439461826034
140,0.06255034105428918,0.03539410592444862
141,0.0609888001398014,0.04586143925553188
142,0.0648890786105767,0.034365786317115024
143,0.05942227438473228,0.03329592281564449
144,0.06056723619853569,0.03309505368815735
145,0.05521421950437467,0.03426377923460677
146,0.0572846262472343,0.0330095932392093
147,0.05350445851217955,0.03186864611537506
148,0.06188599048817361,0.03957118022177989
149,0.06784561146262358,0.034799718142797545
150,0.05717763594690372,0.031326033698860556
151,0.05648273108950393,0.03220247496695568
152,0.056634812721643925,0.03485211421502754
153,0.055115112013564525,0.030986761441454288
154,0.066016046944159,0.03813697102790078
155,0.06698009366465903,0.03380853855439151
156,0.06591180777600543,0.035945217551973954
157,0.05583153595745732,0.033548233564943075
158,0.05595308743332598,0.032951303757727146
159,0.057738815873480315,0.032445031916722655
160,0.05645379145756701,0.031166409355743472
161,0.05570904871406542,0.03197657206328586
162,0.052939481408843254,0.033578528750998274
163,0.055680274656465786,0.03153069823747501
164,0.05536662282909013,0.03146463974068562
165,0.05588408761170947,0.029421103652566668
166,0.06085603377273814,0.045409559330437325
167,0.06419160689057951,0.03407054964918643
168,0.07223880831258034,0.03831323963822797
169,0.0667517413967289,0.029750445353177685
170,0.05481712738665838,0.03018176916521042
171,0.058212686573493905,0.03163760153499121
172,0.05415764298099516,0.03347920149099082
173,0.052829115196469836,0.03023279594102253
174,0.0538213864307512,0.031007165283275146
175,0.05335705960169434,0.031653662522633866
176,0.05717667272653091,0.03472111374139786
177,0.05745839362498372,0.02940785108755032
178,0.05761021202091467,0.029691404139157385
179,0.05222815173064274,0.02944384763638178
180,0.05362973858560012,0.02951587540640806
181,0.052709688681220127,0.02912428738394131
182,0.055235264050266276,0.030365684166705858
183,0.054233509391038257,0.0340331662640286
184,0.05576158371563493,0.02845691949672376
185,0.05286410767373375,0.028912558880013723
186,0.05124837328912692,0.0291210925206542
187,0.05083648714935408,0.028646103281062093
188,0.05230055852073499,0.029649382883993287
189,0.053127238611606016,0.029097717391171802
190,0.052664954522201275,0.030753335449844592
191,0.05002665928226303,0.030980764694201444
192,0.05066538824890318,0.02835620078258216
193,0.0523176016709344,0.02972031064564362
194,0.05307640696198426,0.03500537851747746
195,0.05418192206310447,0.02646237380880241
196,0.05052405867767944,0.02968102029990405
197,0.0551469492175701,0.03248503837191189
198,0.04929457810199396,0.028704386379104104
199,0.05641211875693195,0.03638513719973464
200,0.050724075387485995,0.027886880406488974
201,0.05010025302710181,0.02762317088975881
202,0.05485030042473227,0.026469035268140335
203,0.04871215726333585,0.02760282488695035
204,0.05186703181508082,0.03093095168393726
205,0.05253587101205168,0.027189180099715785
206,0.049461137381678615,0.027477402618387714
207,0.05187641512814233,0.030825193680357185
208,0.05124596865657209,0.031187969647968803
209,0.05142217992529781,0.028251645329874005
210,0.047806889337318186,0.027933517160514988
211,0.04846081823978404,0.02570173456721628
212,0.05048021066150713,0.027434873724511512
213,0.05225835962813686,0.03590560167018945
214,0.04976834172107788,0.024784525739960372
215,0.05560697985559024,0.035625318259311214
216,0.05102888943987306,0.025460686418227848
217,0.049449869569137016,0.027347635691209383
218,0.05012250081001019,0.024744863447267562
219,0.05039667896397243,0.026908251844967406
220,0.04882002011766996,0.027750488603487607
221,0.05020317695611579,0.03190133105575417
222,0.0492079831363464,0.025711478510250643
223,0.04993932455545291,0.027882191216728337
224,0.049053241144230764,0.025637515219083674
225,0.049440816632175644,0.023974600500271965
226,0.048180959637234504,0.024776692812641457
227,0.048051800451834104,0.026182026136666533
228,0.04638476488815453,0.025075338528646775
229,0.06283038011646237,0.02790539090832074
230,0.05079723058522425,0.027052693534642458
231,0.052277874937069355,0.034632639571403466
232,0.05419945071811196,0.026791471871547397
233,0.04990374390565029,0.025131923942050584
234,0.05199436070820826,0.032705512654501945
235,0.04951293002390727,0.025811183440964666
236,0.04812437228181145,0.025507122986406706
237,0.04713882868897847,0.025338972637352217
238,0.04685224577869204,0.023244418785907325
239,0.04583858102771708,0.025291604474963
240,0.046792964763219716,0.023288435525804136
241,0.04993872944561935,0.0238384545664303
